CO_CURSO_IND;TADA
36;0.01923076923
112846;0.02777777778
118002;0.05769230769
127;0.09259259259000001
112891;0.059479553899999996
122204;0.06451612903
317;0.03174603175
95017;0.020408163269999998
99406;0.09722222221999999
116188;0.09836065574
62484;0.01639344262
112086;0.05882352941
122634;0.01886792453
1158678;0.0
513;0.01449275362
102590;0.023529411759999997
594;0.08333333333000001
80779;0.1777777778
614;0.02898550725
631;0.0
112680;0.04615384615
703;0.08510638298
118336;0.09375
1161839;0.01960784314
778;0.10256410259999998
865;0.06930693069
18686;0.0
1114891;0.01052631579
1427316;0.02280130293
1427323;0.0
1427333;0.0
1428437;0.01123595506
1429217;0.020833333330000002
968;0.05882352941
1108686;0.0612244898
1051;0.05357142857
116066;0.0
1110;0.09302325581
75926;0.0
1190154;0.2820512821
1257566;0.2608695652
1465650;0.04285714286
1465651;0.025
1467924;0.14285714289999998
1516520;0.05263157895
1261;0.08823529411999999
57702;0.05376344086
80670;0.06849315068
80675;0.09756097561
90237;0.04918032787
1116731;0.0625
1121217;0.12
1121421;0.11904761900000001
1265420;0.05882352941
1332183;0.08695652173999999
1363830;0.025
1481762;0.1333333333
5000201;0.0782122905
103226;0.0
1458746;0.0
1452;0.2365591398
115728;0.3829787234
1137717;0.2195121951
1187249;0.23684210530000002
1457530;0.0
1457542;0.11111111109999999
1660;0.02325581395
111476;0.03921568627
119592;0.0
1154703;0.0243902439
1374865;0.0
1721;0.05555555556
98361;0.0303030303
1312996;0.09090909091
1904;0.06666666667
56702;0.04761904762
56766;0.0
1314299;0.05504587156
18974;0.021739130430000003
21446;0.0062111801200000006
1191569;0.03260869565
1445252;0.03389830508
1445253;0.03333333333
2090;0.07142857142999999
58498;0.0
108352;0.06666666667
1483990;0.25
1483992;0.0
20239;0.05
20812;0.0
2209;0.0
2310;0.2
1428353;0.0
115664;0.07954545455
121131;0.3229813665
1159447;0.07446808511
1159625;0.16129032259999998
1159626;0.041666666670000005
1213441;0.0412371134
5000884;0.029268292680000002
2388;0.020408163269999998
1150344;0.04597701149
1156118;0.08695652173999999
1179252;0.0
18671;0.08823529411999999
103062;0.16129032259999998
54520;0.03448275862
62742;0.08888888889
113293;0.08064516128999999
1267253;0.051282051280000004
60428;0.05555555556
60430;0.040816326529999995
60462;0.025641025640000002
60464;0.0
64276;0.0
64288;0.03703703704
99765;0.0
99894;0.0
110926;0.02325581395
1430245;0.0
1458091;0.12962962960000002
2717;0.014925373129999999
41278;0.07692307692
1214936;0.0
2865;0.046875
2883;0.0
21428;0.03448275862
60188;0.0
91611;0.029239766079999997
1446036;0.0
3190;0.02777777778
3193;0.0625
3197;0.054054054049999994
3211;0.01587301587
52048;0.025
3419;0.1136363636
19392;0.1627906977
150268;0.05882352941
1367984;0.027027027029999998
1485025;0.125
3531;0.09677419355
1374696;0.025641025640000002
20933;0.0
57606;0.03333333333
3676;0.08411214953
54172;0.05
20985;0.04651162791
56757;0.028571428569999998
1262472;0.08333333333000001
3859;0.0
121189;0.0612244898
1169186;0.0
3935;0.021739130430000003
19437;0.02325581395
91281;0.03571428571
1484075;0.0
58006;0.07894736842
1427701;0.0
18584;0.09523809524
122330;0.011494252869999999
19360;0.07692307692
1350326;0.0
1443889;0.0
72437;0.0198019802
1439403;0.06
115902;0.020833333330000002
115904;0.02739726027
1485065;0.020408163269999998
87384;0.04651162791
1485549;0.0
19010;0.03846153846
1177497;0.05555555556
1469335;0.01315789474
4547;0.08108108107999999
60708;0.0
20361;0.054054054049999994
1406010;0.05
1484197;0.2
4675;0.0
56270;0.0
1454213;0.0
52210;0.0
55096;0.0303030303
1203318;0.09677419355
1514555;0.1176470588
1425023;0.041666666670000005
4963;0.20833333329999998
41242;0.1481481481
41266;0.04444444444
49613;0.15625
53520;0.08163265305999999
60314;0.0
63556;0.09375
70259;0.17647058820000003
70274;0.07575757576
73062;0.06779661017
80437;0.1264367816
80447;0.09090909091
84866;0.1071428571
98261;0.11111111109999999
103209;0.021739130430000003
1119382;0.1111846459
1119473;0.08716110240000001
1119481;0.08821453776
1120063;0.1515151515
1139020;0.0625
1175535;0.09731543624
1184049;0.08695652173999999
1443998;0.1153846154
1483432;0.0
1483786;0.1279069767
1483789;0.17391304349999998
1485748;0.1270718232
1485749;0.131147541
1485750;0.09803921569
1485772;0.09765625
1486656;0.1777777778
1486663;0.12
1498018;0.1333333333
1516694;0.16666666670000002
1518220;0.0
5079;0.1712328767
1258875;0.2698412698
1411720;0.1923076923
1431648;0.15
1452878;0.125
1452880;0.1583333333
54961;0.0
20050;0.13636363640000002
89002;0.25735294119999996
89012;0.1346153846
1187399;0.02777777778
1271935;0.1636363636
1323047;0.0
1116854;0.0
1425303;0.0
20469;0.24
5485;0.07333333333
19508;0.04901960784
95489;0.0303030303
95506;0.03921568627
1315664;0.0
1420173;0.06779661017
1420185;0.03896103896
1473647;0.03448275862
1473929;0.05
1474033;0.04761904762
1474142;0.028571428569999998
1484128;0.04347826086999999
1546210;0.0
1161613;0.0
1306183;0.014084507040000001
1114689;0.0
1179083;0.027027027029999998
49626;0.02325581395
1420098;0.11111111109999999
1446761;0.0
1276568;0.03125
5841;0.10067114090000001
52007;0.0
65955;0.01449275362
81393;0.0
123675;0.0
123677;0.0
1258538;0.00951173114
1258541;0.00509337861
1382765;0.01530612245
1427562;0.021739130430000003
1427577;0.00571428571
1427659;0.0
1427749;0.01724137931
1445438;0.02985074627
1454404;0.0
1454405;0.02597402597
1454414;0.0
1467985;0.04511278195
1467995;0.02487562189
1467996;0.02631578947
1473088;0.0046082949299999995
18624;0.02380952381
1296032;0.0
1403875;0.1
20544;0.0
81328;0.02127659574
19966;0.01587301587
50752;0.22222222219999999
54538;0.0
18790;0.03225806452
48393;0.04761904762
83223;0.0
83252;0.02380952381
110638;0.1034482759
1575796;0.2
94861;0.0
6491;0.1052631579
20588;0.17741935479999998
120807;0.0
1321426;0.2352941176
22080;0.09523809524
19242;0.10169491530000001
1404126;0.1351351351
1439955;0.08163265305999999
1440022;0.03846153846
6668;0.1558441558
20130;0.0
6756;0.04651162791
75235;0.05
1455353;0.0
6847;0.0
38809;0.07317073170999999
97313;0.0
97315;0.0
111090;0.014103887170000001
1281009;0.0
1322923;0.0
20818;0.051282051280000004
7142;0.0101010101
66272;0.01346801347
72331;0.023668639050000002
102198;0.0
102200;0.0
102210;0.0
103257;0.0
103259;0.0
103284;0.0
103286;0.0
103290;0.0
107390;0.0
111980;0.00888888889
112024;0.0
112026;0.0
112056;0.0
114401;0.00416666667
116390;0.0024958402700000003
1116093;0.03196347032
1116224;0.01754385965
1116226;0.1818181818
1134235;0.1
1135068;0.0
1135069;0.0
1135070;0.0
1135071;0.0
1135072;0.0
1143091;0.0
1152520;0.00418410042
1152522;0.0
1182973;0.0
1279527;0.07407407407
1279547;0.0
1279548;0.0
1279551;0.0
1279554;0.0
1292900;0.02375809935
1327352;0.0
1330635;0.0
1383456;0.0
1383457;0.0
1399016;0.0
1443694;0.0
7292;0.03267973856
7301;0.0625
18698;0.07317073170999999
18826;0.01449275362
18833;0.06422018349
18840;0.027027027029999998
19510;0.07228915663
19517;0.01639344262
19521;0.04375
19525;0.1
19538;0.06666666667
19548;0.1082802548
19558;0.38372093020000003
38834;0.060344827590000004
38854;0.05154639175
43485;0.0
43487;0.03351955307
43645;0.02673796791
43664;0.0347826087
50572;0.09174311926999999
50582;0.041666666670000005
65641;0.0
65675;0.0
65687;0.01219512195
65737;0.0
65740;0.0
65878;0.03913043478
65890;0.07058823529
67380;0.00934579439
69764;0.07692307692
69815;0.07432432432
69825;0.08045977011
69853;0.03773584906
75266;0.07142857142999999
75284;0.0
75288;0.0
76851;0.0
76937;0.007142857139999999
76951;0.0
77098;0.0
77134;0.0
99124;0.0
99128;0.0
114097;0.0070921985799999995
114178;0.00694444444
121912;0.05555555556
123523;0.008130081300000001
123526;0.01
123530;0.0
123537;0.00442477876
123539;0.00724637681
123541;0.01639344262
123545;0.0071942446
123549;0.01604278075
1131979;0.01148409894
1155933;0.007142857139999999
1155950;0.1119402985
1156021;0.0
1160946;0.0037593985000000003
1180605;0.0
1180789;0.0
1180796;0.0
1180799;0.0
1258828;0.0
1258844;0.015625
1258848;0.0
1258851;0.040816326529999995
1258856;0.0
1286800;0.021457085829999997
1298977;0.010416666670000001
1357708;0.34166666669999995
1382607;0.02549394519
1399057;0.0
1399059;0.0
1402587;0.0306122449
1404105;0.0
1484730;0.03921568627
1485386;0.0
1485428;0.03448275862
5000448;0.0
5000454;0.0
5000456;0.0
5000457;0.0
48950;0.11111111109999999
1260975;0.09523809524
7511;0.06030150754
7523;0.0625
18585;0.09615384615
21979;0.05
50250;0.04761904762
57174;0.05681818182
91527;0.06666666667
92723;0.08163265305999999
1261089;0.07317073170999999
1330882;0.07189542484
1331372;0.0
1457069;0.0625
99198;0.125
1455073;0.03703703704
1455076;0.0
1458089;0.0
1486879;0.0
53405;0.07633587786
72981;0.015625
72983;0.04255319149
92834;0.0
1161428;0.0
20833;0.04347826086999999
75627;0.0
1279016;0.01851851852
1279023;0.03174603175
19047;0.0625
1112324;0.0
1112325;0.01801801802
1179354;0.0
1457379;0.0
20891;0.2307692308
71891;0.1388888889
7839;0.08695652173999999
19641;0.1201117318
80538;0.0
80542;0.03664921466
114435;0.08108108107999999
114454;0.10059171600000001
1157851;0.01709401709
1185556;0.059880239519999996
1431913;0.0233463035
1431918;0.03435804702
1483586;0.03448275862
1483593;0.04232804233
1483595;0.00925925926
1483597;0.04
1483650;0.05882352941
1519523;0.07692307692
1519848;0.025
1387437;0.029629629629999998
1452641;0.0
1452642;0.020833333330000002
1452646;0.01858736059
1466461;0.01315789474
20355;0.049586776859999994
57820;0.025641025640000002
63598;0.01315789474
75412;0.0
91067;0.0119047619
103114;0.0
105302;0.00568181818
1165994;0.0
1166001;0.0
1166894;0.010204081629999999
1166992;0.0
1167044;0.040322580649999995
1167089;0.01075268817
1167288;0.01818181818
1167356;0.0
1167385;0.0
1184727;0.0
1323716;0.0
1376347;0.0
1403866;0.0
1403868;0.04545454545
1403869;0.0243902439
1403872;0.0
20009;0.1578947368
115142;0.036585365849999996
1323573;0.02678571429
1421942;0.06557377049
1420409;0.03614457831
20030;0.06015037594
56172;0.25
88574;0.0
97443;0.09090909091
104868;0.3090909091
1404804;0.032432432430000005
1427745;0.0
1429880;0.20416666670000003
1429882;0.26506024100000003
1483661;0.1900826446
1483664;0.23376623380000003
1484765;0.2631578947
1484785;0.380952381
1485004;0.33333333330000003
1496030;0.1538461538
1112467;0.1
1491649;0.0
113521;0.03448275862
18267;0.0
51020;0.0
107964;0.0
1117071;0.0
1118107;0.0
1352995;0.0
18683;0.05376344086
40343;0.1041666667
1190615;0.1
1333909;0.03703703704
1420448;0.06060606061
18162;0.17600000000000002
105108;0.2459016393
1191646;0.12
1191654;0.22916666670000002
1419545;0.3846153846
1419546;0.4464285714
1419547;0.4146341463
1442827;0.3733333333
8340;0.02898550725
106248;0.053333333329999996
112590;0.02105263158
118966;0.07843137255
1121456;0.0188172043
1445848;0.02197802198
1448120;0.07407407407
1458369;0.0
1458379;0.05263157895
49343;0.020408163269999998
45883;0.02247191011
87396;0.0
1452404;0.6296296296
1366326;0.0
20041;0.09039548023
69891;0.0
97346;0.0
113829;0.01457725948
1214120;0.01552795031
1214121;0.013698630140000001
1382693;0.01754385965
1427618;0.0
1427624;0.00735294118
1445598;0.00900900901
1468028;0.02732240437
1468067;0.03389830508
1468203;0.03409090909
1473184;0.00425531915
1144777;0.09090909091
1484081;0.05882352941
64020;0.0
64061;0.09090909091
64076;0.11111111109999999
64162;0.04
1457392;0.0
1457402;0.027027027029999998
8913;0.0
52665;0.0
1428728;0.04347826086999999
105678;0.14285714289999998
1441495;0.1388888889
83702;0.20833333329999998
113126;0.05
18930;0.0
18933;0.0
102770;0.04761904762
1382883;0.13725490199999998
1382884;0.10256410259999998
1382885;0.125
1382886;0.1304347826
1427780;0.06666666667
1438786;0.125
71255;0.0
21016;0.0
1438268;0.05882352941
103549;0.5
1183656;0.0
1190311;0.6363636364
1204298;0.28571428569999996
1313042;0.47826086959999997
1315463;0.5098039216
1443339;0.4692307692
1457682;0.5384615385
1457691;0.5
1457696;0.45
9302;0.03333333333
68029;0.0
112322;0.0
1205028;0.0
1279855;0.0
9414;0.0
1148708;0.0
1363794;0.1578947368
9470;0.0625
1465678;0.0
44650;0.0
19505;0.057142857139999996
63768;0.05263157895
63770;0.09090909091
120920;0.02272727273
120932;0.013513513509999998
1151690;0.0
1151691;0.019189765459999997
1151692;0.01694915254
1165300;0.06976744186
1165314;0.0
1266445;0.0
1269975;0.0
1269976;0.0
1496067;0.00746268657
1496083;0.0
1496084;0.0
1498172;0.03703703704
1518041;0.0
1521537;0.043859649120000004
1524390;0.0
1524514;0.0
18606;0.06382978723
45096;0.027272727269999998
1399131;0.01388888889
1399133;0.04318936876999999
20466;0.04
92001;0.08474576271
53788;0.10169491530000001
102186;0.04255319149
110442;0.1041666667
1404990;0.1052631579
17937;0.03947368421
18285;0.01666666667
1441192;0.09090909091
10059;0.017857142859999998
64972;0.07894736842
94387;0.0
1117890;0.0625
1164730;0.0
1315421;0.0
10159;0.0243902439
21353;0.05555555556
1132259;0.014040561620000001
1132278;0.0
1382691;0.0
1427627;0.0
1427632;0.02290076336
1445540;0.0
1458626;0.05829596413
1458638;0.0380952381
1458639;0.03603603604
1481978;0.03157894737
97739;0.0
1441035;0.01538461538
1445175;0.12
21690;0.01863354037
46892;0.05263157895
88380;0.03448275862
1205876;0.00884955752
1166239;0.056603773579999996
1322567;0.1212121212
58928;0.0487804878
64278;0.0
86782;0.0157480315
102700;0.0
1365504;0.0
1156617;0.0067114094
10814;0.05309734513
20598;0.1494252874
116110;0.1481481481
1484619;0.03488372093
24260;0.03125
114286;0.04109589041
110974;0.0
1453669;0.0
1333348;0.0
11238;0.01694915254
116900;0.01515151515
150086;0.0
5000356;0.03100775194
11452;0.04494382022
11554;0.17741935479999998
1190071;0.08256880734
1265453;0.03370786517
83130;0.0
11730;0.01769911504
1172346;0.05263157895
12025;0.02380952381
53193;0.0
60886;0.021739130430000003
1113582;0.04651162791
1180773;0.09090909091
12313;0.3636363636
116770;0.18
1113231;0.5925925926
1188193;0.33333333330000003
1190414;0.264957265
12581;0.0404040404
42461;0.08264462809999999
62424;0.0
1126727;0.10810810809999999
12710;0.01290322581
82799;0.024691358019999998
90651;0.0233463035
1122221;0.00724637681
12837;0.09803921569
116868;0.06451612903
116870;0.22033898310000002
1159854;0.2037037037
1102636;0.1176470588
1102674;0.0625
12946;0.06741573034
87195;0.03
18518;0.0243902439
65361;0.06060606061
1128364;0.18421052629999998
13216;0.07407407407
101942;0.1481481481
1288839;0.08571428571
13277;0.2090909091
1132918;0.125
13401;0.0099009901
107360;0.0
1503759;0.01960784314
13595;0.04761904762
1136142;0.14285714289999998
13717;0.1007751938
20979;0.06849315068
13881;0.02222222222
121614;0.1265822785
121636;0.0243902439
1106427;0.09803921569
1107234;0.05882352941
13980;0.04347826086999999
106167;0.05555555556
150117;0.05357142857
1127191;0.040816326529999995
1127861;0.1707317073
1270596;0.07272727273
1272079;0.11111111109999999
1272130;0.145631068
1299927;0.08333333333000001
1299933;0.152173913
1300429;0.2653061224
1304876;0.1
1330754;0.0
5000499;0.06060606061
14098;0.16666666670000002
18952;0.11111111109999999
121570;0.06666666667
123429;0.06818181818
14217;0.06422018349
21600;0.07142857142999999
1084054;0.0
83904;0.04255319149
85783;0.08333333333000001
101830;0.024691358019999998
118420;0.03738317757
1102628;0.0243902439
60006;0.1538461538
85822;0.2028985507
110144;0.04918032787
115582;0.1130434783
1102800;0.02197802198
1128647;0.11666666669999999
1152636;0.1595744681
1164656;0.07058823529
1270472;0.09230769231
1271987;0.0243902439
1284707;0.01123595506
1284709;0.06
91262;0.1785714286
1117717;0.2830188679
1321646;0.26380368099999996
1321647;0.14285714289999998
1110857;0.2542372881
1270680;0.4375
1367062;0.3818181818
110528;0.0
1113804;0.1176470588
18335;0.07462686567
101558;0.1571428571
1178662;0.1590909091
1272009;0.21126760560000002
1272012;0.3125
1441998;0.1379310345
101316;0.14285714289999998
116968;0.02272727273
1503583;0.2352941176
1576192;0.0
96951;0.0
100816;0.04838709677
18251;0.10256410259999998
120385;0.13636363640000002
116590;0.1358024691
1118057;0.04
1122749;0.0625
1315430;0.0701754386
1379275;0.0
1442492;0.05
1452928;0.08474576271
1452931;0.1694915254
1456952;0.09756097561
1457608;0.09459459459
113813;0.01315789474
1166783;0.0
1269545;0.04761904762
112630;0.03571428571
1106554;0.054054054049999994
1117044;0.2716049383
1166498;0.01470588235
1180600;0.1594202899
1258759;0.0
1270730;0.02631578947
1285254;0.19444444440000003
1304108;0.0
1327439;0.4864864865
1427491;0.0
14681;0.09090909091
55516;0.0
82528;0.0
1141939;0.041666666670000005
1312965;0.0
1313209;0.0
14707;0.2727272727
14722;0.08823529411999999
1378747;0.14285714289999998
18903;0.0
1420095;0.2307692308
50621;0.0
15002;0.03921568627
1102175;0.021739130430000003
1203424;0.0
15103;0.0
1457226;0.04273504274000001
1420573;0.05
1422418;0.046875
65614;0.04545454545
15262;0.04651162791
1204357;0.02941176471
19881;0.0101010101
21271;0.04210526316
1487294;0.03571428571
113937;0.0
1142424;0.0
64710;0.03488372093
98957;0.08823529411999999
1427594;0.08333333333000001
1427595;0.0
1265877;0.125
1477859;0.0
15543;0.0
15555;0.0447761194
41701;0.03125
65980;0.0
1194058;0.01233131689
1318199;0.0
18252;0.05263157895
1279658;0.11111111109999999
1484595;0.1176470588
109830;0.0
1360962;0.025
1411346;0.046875
19042;0.06382978723
97778;0.0303030303
37862;0.021739130430000003
1286381;0.07407407407
20065;0.04938271605
15869;0.1034482759
18387;0.1212121212
59109;0.02380952381
121794;0.0303030303
1111971;0.028571428569999998
1113852;0.08695652173999999
1113854;0.0
1113886;0.1525423729
1313206;0.1212121212
318882;0.0
19607;0.0
106134;0.0
1261584;0.020833333330000002
1341675;0.07692307692
1417706;0.040816326529999995
1442970;0.02127659574
1484892;0.06666666667
1265544;0.05
22047;0.2777777778
1295073;0.18709677419999998
1315442;0.1627906977
1315444;0.1818181818
1315446;0.1578947368
1323254;0.3636363636
1430609;0.15
1483730;0.25
1483734;0.28571428569999996
1485801;0.25
1485804;0.375
1485805;0.1818181818
1487232;0.2
1516503;0.33333333330000003
43044;0.5370370369999999
1269969;0.33333333330000003
1269970;0.3880597015
1310955;0.3181818182
1473094;0.07142857142999999
16401;0.051282051280000004
52535;0.09756097561
68375;0.0
1075850;0.0
18558;0.4347826087
18559;0.22222222219999999
1190145;0.4482758621
122866;0.0
16740;0.0
71903;0.0
58408;0.0
68205;0.0
20178;0.0
1266093;0.07894736842
1280518;0.0
98305;0.2
18250;0.01923076923
16939;0.2941176471
49979;0.1829268293
19595;0.07407407407
64734;0.0
90599;0.0
18039;0.01162790698
58080;0.125
75457;0.011494252869999999
75510;0.051282051280000004
118168;0.01428571429
118520;0.02272727273
55402;0.0
1327479;0.1145833333
57279;0.08333333333000001
1351219;0.25
111278;0.08955223881
1332134;0.0
1364352;0.0
1139692;0.06060606061
1267543;0.0
68009;0.0
17244;0.0
1379388;0.0
17266;0.0
56228;0.0
57984;0.0
58360;0.0
70036;0.0
72283;0.0
80960;0.0
105690;0.0
1204643;0.0
1204842;0.0
1205714;0.0
1210192;0.0
1210193;0.00386100386
1257519;0.0
1257521;0.0
1260228;0.0
1364554;0.0
1364829;0.0
1364830;0.0
1364831;0.005434782609999999
1364849;0.0
17307;0.125
17380;0.0
19637;0.0
44016;0.04255319149
17406;0.07575757576
20534;0.02380952381
1332807;0.0
88084;0.07633587786
17530;0.015625
1214055;0.07042253521
1268566;0.0099009901
18277;0.11643835620000001
1150809;0.0
5000518;0.0
1186930;0.08695652173999999
1186931;0.0
1354121;0.375
101984;0.22222222219999999
68321;0.02631578947
95706;0.0243902439
1111379;0.09090909091
1155202;0.027027027029999998
1322444;0.07843137255
60406;0.04651162791
60560;0.0
62382;0.0
83710;0.0
5000324;0.01298701299
53786;0.08333333333000001
1153739;0.041666666670000005
1202517;0.0
1419765;0.04
15127;0.0
20328;0.08510638298
120479;0.0
1144540;0.023529411759999997
1153434;0.0
1205296;0.0
1308132;0.011764705879999999
1308208;0.03883495146
1405229;0.01546391753
1486419;0.02380952381
105728;0.101010101
82748;0.0
17886;0.0
22061;0.0
110564;0.0
1261039;0.0
53331;0.0
48675;0.041666666670000005
97057;0.11627906980000001
1330095;0.09090909091
17898;0.08108108107999999
91181;0.14285714289999998
49970;0.06451612903
101318;0.08536585366
1076116;0.02597402597
1185395;0.1346153846
1303431;0.00303951368
1304749;0.0
1438428;0.01680672269
1438794;0.09615384615
1474597;0.0
49071;0.0
1322665;0.0
49054;0.1960784314
1149495;0.2
1259867;0.1145833333
